filename,animal,label,race,lbp_r3_bin1,lbp_r3_bin2,lbp_r3_bin4,lbp_r3_bin6,lbp_r3_bin8,lbp_r3_bin10,lbp_r3_bin12,lbp_r3_bin14,lbp_r3_bin16,lbp_r3_bin18,lbp_r3_bin20,lbp_r3_bin22,lbp_r3_bin24,lbp_r3_bin26
Bengal_1.jpg,cat,0,Bengal,0.36808883693746347,0.2016364699006429,0.16002337814143774,0.005727644652250146,0.12624196376388078,0.00853302162478083,0.00619520748100526,0.004792518994739918,0.0994739918176505,0.005610753945061367,0.004909409701928697,0.000233781414377557,0.0026884862653419055,0.0058445353594389245
Bengal_10.jpg,cat,0,Bengal,0.38452935694315005,0.22124883504193849,0.157502329916123,0.007269338303821062,0.1048462255358807,0.007921714818266543,0.0060577819198508855,0.004473438956197577,0.08835041938490214,0.005125815470643057,0.004380242311276794,0.0009319664492078285,0.0034482758620689655,0.00391425908667288
Bengal_100.jpg,cat,0,Bengal,0.2957370484691749,0.35830483023275217,0.23316926670559773,0.0008342370901810295,0.07216150830065905,0.0020855927254525737,0.00141820305330775,0.0009176607991991324,0.030950196045716194,0.0020855927254525737,0.0008342370901810295,0.00016684741803620588,0.0007508133811629265,0.0005839659631267206
Bengal_101.jpg,cat,0,Bengal,0.4325837365974001,0.2550526615428409,0.125533731853117,0.00844482398709555,0.07704715817439985,0.01565613435809849,0.004554511813265016,0.005977796754910333,0.0506689439225733,0.007685738684884714,0.006072682417686688,9.48856627763545e-05,0.0036056551855014707,0.007021539045450232
Bengal_102.jpg,cat,0,Bengal,0.36105557776889247,0.21804611488737838,0.14234306277489003,0.008396641343462616,0.1130214580834333,0.013194722111155539,0.008263361322137812,0.008130081300813009,0.09676129548180727,0.008663201386112223,0.008529921364787418,0.0002665600426496068,0.004664800746368119,0.008663201386112223
Bengal_103.jpg,cat,0,Bengal,0.320480631276901,0.20175753228120516,0.15925394548063126,0.009505021520803443,0.1402439024390244,0.006456241032998565,0.005559540889526543,0.0032281205164992827,0.13414634146341464,0.005380200860832138,0.005021520803443328,0.000896700143472023,0.0037661406025824963,0.00430416068866571
Bengal_104.jpg,cat,0,Bengal,0.36385901394952613,0.2112661058460228,0.16281546161218188,0.0053242466191033965,0.12597167500798637,0.007347460334362688,0.004578852092428922,0.004472367160046853,0.09700777340006389,0.0038334575657544456,0.0038334575657544456,0.00042593972952827174,0.003407517836226174,0.0058566712810137365
Bengal_105.jpg,cat,0,Bengal,0.41485703055910383,0.25665716812420164,0.12164685074186891,0.009433035275621499,0.07949297435393535,0.015328682322884937,0.007074776456716125,0.007664341161442469,0.06033212145032917,0.008941731355016212,0.006190429399626609,0.0007860862729684582,0.004126952933084406,0.007467819593200354
Bengal_106.jpg,cat,0,Bengal,0.36786565301259505,0.20049926245319413,0.1536366730965619,0.005900374446839896,0.127311925564507,0.007035061840462952,0.004538749574492227,0.004879155792579144,0.10847611483036423,0.005106093271303755,0.0034040621808691706,0.00011346873936230568,0.004425280835129922,0.006808124361738341
Bengal_107.jpg,cat,0,Bengal,0.37766681797548796,0.21107580571947346,0.1524058102587381,0.008624602814344077,0.11541080344984113,0.0088515660463005,0.007149341806627327,0.003858374943259192,0.09816159782115297,0.005560599182932365,0.004652746255106673,0.0003404448479346346,0.0029505220154334997,0.0032909668633681346
