0,1,2
1.0080518767728488,0.5791321871879352,-1.3335320363707943
-1.0031375050490172,-1.160126750300115,-1.0112906760999663
0.2958708915888242,-0.6942134457957103,-0.051908601290556
0.13385228774109356,-0.4929534131015231,-0.6321588713567589
-2.262369650328641,0.38413686394442587,-0.22032434368774167
-1.8119182148053137,0.6093188736635301,-0.000618910002315943
2.1884864854901327,1.663178775989852,-1.6349273495090155
1.5503738182018343,0.8079024934607771,-0.9938332471226243
-0.010364128096704603,-0.7061744343081688,-0.45188645316637027
2.166764077526546,1.4547421501881894,-1.2946637905683012
0.9250824648721564,0.36830336368378114,-1.0732640478052429
0.07260528380398774,-0.4953456108040148,-0.7121544417319218
0.697896637133666,-0.0557464810270188,-0.6327236410493028
-2.109252140485876,0.39011735820065513,-0.02033541774983415
-0.8193964932377,-1.15295015719264,-0.7713039649744778
0.8381928330178098,-0.46544313952286853,0.28779018795761413
0.9735081548506418,-0.0449815913658061,-0.27274357436107
1.681768920081012,0.605446361915344,-0.45358076224400284
0.6761742291700791,-0.26418310682868124,-0.2924600821085887
0.776945829080704,-0.4678353372253602,0.20779461758245124
2.2023684535464114,0.6257800423865233,0.2263815859448822
2.84048112083471,1.4810563249155981,-0.414712516441509
1.7914416139966036,0.19455360456824838,0.42693528157533356
-0.2770745518087144,-0.924179850919798,-0.4316051757263076
1.856608837887363,0.8198634819732357,-0.5938553952468101
-0.2770745518087144,-0.924179850919798,-0.4316051757263076
0.7986682370442907,-0.25939871142369786,-0.1324689413582629
-0.5003401595935508,-0.7253120159281025,-1.0918510161676735
-0.22472864187657463,-0.7145471262668898,-0.7318709494794402
1.2006939825891323,0.3790682533449937,-0.7132839811170101
-3.102025517438189,-0.06383495779129116,-0.5797396406834304
-3.2551430272809534,-0.06981545204752031,-0.7797285666213375
-2.0173816345802176,0.3937056547543926,0.09965793781290973
-0.010364128096704603,-0.7061744343081688,-0.45188645316637027
-0.32942046174085376,-1.1338125755727062,-0.13133940197317465
-2.4984565720720973,0.16732754618404252,-0.16004528106009752
0.3264943935573771,-0.6930173469444645,-0.011910816102974519
-1.1382011714971503,0.6356330483909388,0.8793323641244756
-0.6662789833949354,-1.1469696629364106,-0.5713150390365705
0.10322878577254065,-0.4941495119527689,-0.6721566565443403
-0.0014630340917381325,-0.9134149612585853,-0.07162510903807436
-3.184994929338881,-0.27466378129544516,-0.31947165211787887
-0.17630295189808912,-1.127832081316477,0.06864952396473271
-0.5131614735521712,-1.1409891686801814,-0.37132611309866353
