filename,animal,label,race,lbp_r3_a0_bin1,lbp_r3_a0_bin2,lbp_r3_a0_bin3,lbp_r3_a0_bin4,lbp_r3_a0_bin5,lbp_r3_a0_bin6,lbp_r3_a0_bin7,lbp_r3_a0_bin8,lbp_r3_a0_bin9,lbp_r3_a0_bin10,lbp_r3_a0_bin11,lbp_r3_a0_bin12,lbp_r3_a0_bin13,lbp_r3_a0_bin14,lbp_r3_a0_bin15,lbp_r3_a0_bin16,lbp_r3_a0_bin17,lbp_r3_a0_bin18,lbp_r3_a0_bin19,lbp_r3_a0_bin20,lbp_r3_a0_bin21,lbp_r3_a0_bin22,lbp_r3_a0_bin23,lbp_r3_a0_bin24,lbp_r3_a0_bin25,lbp_r3_a0_bin26,lbp_r3_a45_bin1,lbp_r3_a45_bin2,lbp_r3_a45_bin3,lbp_r3_a45_bin4,lbp_r3_a45_bin5,lbp_r3_a45_bin6,lbp_r3_a45_bin7,lbp_r3_a45_bin8,lbp_r3_a45_bin9,lbp_r3_a45_bin10,lbp_r3_a45_bin11,lbp_r3_a45_bin12,lbp_r3_a45_bin13,lbp_r3_a45_bin14,lbp_r3_a45_bin15,lbp_r3_a45_bin16,lbp_r3_a45_bin17,lbp_r3_a45_bin18,lbp_r3_a45_bin19,lbp_r3_a45_bin20,lbp_r3_a45_bin21,lbp_r3_a45_bin22,lbp_r3_a45_bin23,lbp_r3_a45_bin24,lbp_r3_a45_bin25,lbp_r3_a45_bin26,lbp_r3_a90_bin1,lbp_r3_a90_bin2,lbp_r3_a90_bin3,lbp_r3_a90_bin4,lbp_r3_a90_bin5,lbp_r3_a90_bin6,lbp_r3_a90_bin7,lbp_r3_a90_bin8,lbp_r3_a90_bin9,lbp_r3_a90_bin10,lbp_r3_a90_bin11,lbp_r3_a90_bin12,lbp_r3_a90_bin13,lbp_r3_a90_bin14,lbp_r3_a90_bin15,lbp_r3_a90_bin16,lbp_r3_a90_bin17,lbp_r3_a90_bin18,lbp_r3_a90_bin19,lbp_r3_a90_bin20,lbp_r3_a90_bin21,lbp_r3_a90_bin22,lbp_r3_a90_bin23,lbp_r3_a90_bin24,lbp_r3_a90_bin25,lbp_r3_a90_bin26,lbp_r3_a135_bin1,lbp_r3_a135_bin2,lbp_r3_a135_bin3,lbp_r3_a135_bin4,lbp_r3_a135_bin5,lbp_r3_a135_bin6,lbp_r3_a135_bin7,lbp_r3_a135_bin8,lbp_r3_a135_bin9,lbp_r3_a135_bin10,lbp_r3_a135_bin11,lbp_r3_a135_bin12,lbp_r3_a135_bin13,lbp_r3_a135_bin14,lbp_r3_a135_bin15,lbp_r3_a135_bin16,lbp_r3_a135_bin17,lbp_r3_a135_bin18,lbp_r3_a135_bin19,lbp_r3_a135_bin20,lbp_r3_a135_bin21,lbp_r3_a135_bin22,lbp_r3_a135_bin23,lbp_r3_a135_bin24,lbp_r3_a135_bin25,lbp_r3_a135_bin26
Bengal_1.jpg,cat,0,Bengal,0.0480499267578125,0.0263214111328125,0.0208892822265625,0.0164794921875,0.0129852294921875,0.0111236572265625,0.011474609375,0.0120849609375,0.012725830078125,0.0168914794921875,0.0245208740234375,0.04400634765625,0.0598907470703125,0.0444793701171875,0.0241546630859375,0.0174407958984375,0.0132904052734375,0.0118560791015625,0.010284423828125,0.009246826171875,0.011077880859375,0.01446533203125,0.019287109375,0.0255889892578125,0.046173095703125,0.435211181640625,0.0369873046875,0.0184173583984375,0.017669677734375,0.01776123046875,0.014556884765625,0.0134429931640625,0.012481689453125,0.012847900390625,0.0130767822265625,0.016387939453125,0.0225982666015625,0.0439910888671875,0.0601043701171875,0.0419921875,0.0230560302734375,0.0166778564453125,0.013641357421875,0.0122833251953125,0.010498046875,0.0111541748046875,0.0127716064453125,0.0151519775390625,0.0160675048828125,0.016326904296875,0.205841064453125,0.3042144775390625,0.047821044921875,0.026153564453125,0.0208740234375,0.016357421875,0.0128631591796875,0.0111236572265625,0.01141357421875,0.012237548828125,0.01251220703125,0.0168914794921875,0.0244903564453125,0.0438690185546875,0.05987548828125,0.0443115234375,0.0241241455078125,0.017364501953125,0.013214111328125,0.0119781494140625,0.0102691650390625,0.009246826171875,0.011077880859375,0.014404296875,0.019195556640625,0.0253753662109375,0.0498046875,0.4331512451171875,0.036834716796875,0.018341064453125,0.0178680419921875,0.017791748046875,0.0145111083984375,0.013397216796875,0.012420654296875,0.0127716064453125,0.012969970703125,0.0165863037109375,0.0225982666015625,0.044158935546875,0.0604095458984375,0.042022705078125,0.0230255126953125,0.0166778564453125,0.0136260986328125,0.01239013671875,0.0105438232421875,0.0111846923828125,0.0127716064453125,0.0151824951171875,0.01605224609375,0.01629638671875,0.2057647705078125,0.303802490234375
Bengal_10.jpg,cat,0,Bengal,0.062957763671875,0.036224365234375,0.025787353515625,0.0171661376953125,0.01446533203125,0.0115509033203125,0.0092926025390625,0.0088653564453125,0.010162353515625,0.010101318359375,0.01177978515625,0.0161895751953125,0.0217742919921875,0.0181121826171875,0.012115478515625,0.010650634765625,0.00787353515625,0.00830078125,0.007537841796875,0.0092315673828125,0.0110626220703125,0.015899658203125,0.023223876953125,0.035308837890625,0.060455322265625,0.5239105224609375,0.050018310546875,0.0247650146484375,0.0220489501953125,0.0180206298828125,0.014678955078125,0.0118408203125,0.0105743408203125,0.0099945068359375,0.010467529296875,0.0115966796875,0.0137939453125,0.020599365234375,0.0287628173828125,0.02197265625,0.0129852294921875,0.01177978515625,0.009063720703125,0.0089874267578125,0.00872802734375,0.009613037109375,0.011932373046875,0.015533447265625,0.0207672119140625,0.023345947265625,0.216949462890625,0.3811798095703125,0.0627288818359375,0.0360107421875,0.02587890625,0.0174102783203125,0.014404296875,0.0114288330078125,0.0092620849609375,0.0087890625,0.0101318359375,0.0101776123046875,0.0115966796875,0.0161285400390625,0.021484375,0.0178985595703125,0.0120086669921875,0.0106048583984375,0.0078887939453125,0.0082244873046875,0.0074615478515625,0.009307861328125,0.0109710693359375,0.0158538818359375,0.023193359375,0.0351409912109375,0.0640869140625,0.5219268798828125,0.0499114990234375,0.0246734619140625,0.02203369140625,0.0179290771484375,0.0146331787109375,0.0118560791015625,0.010467529296875,0.0099945068359375,0.0104827880859375,0.0115509033203125,0.0138092041015625,0.0206146240234375,0.0288848876953125,0.021728515625,0.0130157470703125,0.0117340087890625,0.0091552734375,0.00897216796875,0.0087432861328125,0.0096435546875,0.0119171142578125,0.0155792236328125,0.0207672119140625,0.0233001708984375,0.217010498046875,0.381591796875
Bengal_100.jpg,cat,0,Bengal,0.0540924072265625,0.0655364990234375,0.0426483154296875,0.0131988525390625,0.0056610107421875,0.004425048828125,0.0042724609375,0.0034637451171875,0.0039520263671875,0.0056915283203125,0.007293701171875,0.0107879638671875,0.015625,0.0128631591796875,0.00732421875,0.006866455078125,0.0038909912109375,0.0037994384765625,0.004241943359375,0.005035400390625,0.0050048828125,0.009002685546875,0.0209808349609375,0.0665130615234375,0.0619354248046875,0.5558929443359375,0.0576171875,0.0463714599609375,0.034881591796875,0.015380859375,0.00726318359375,0.0049591064453125,0.0044403076171875,0.0045623779296875,0.004791259765625,0.0064239501953125,0.0082855224609375,0.012847900390625,0.01751708984375,0.015838623046875,0.0089111328125,0.0077362060546875,0.0052947998046875,0.005462646484375,0.0053253173828125,0.00634765625,0.006439208984375,0.01123046875,0.02655029296875,0.0423431396484375,0.232574462890625,0.400604248046875,0.053985595703125,0.06561279296875,0.0423431396484375,0.0131683349609375,0.005615234375,0.004364013671875,0.004241943359375,0.0034637451171875,0.0039215087890625,0.005645751953125,0.007171630859375,0.0107879638671875,0.015472412109375,0.0128021240234375,0.007232666015625,0.0066070556640625,0.0037841796875,0.0037841796875,0.0041351318359375,0.0052032470703125,0.0050048828125,0.00897216796875,0.020965576171875,0.0664825439453125,0.06561279296875,0.553619384765625,0.0577545166015625,0.0462493896484375,0.0347442626953125,0.01531982421875,0.0072174072265625,0.00494384765625,0.0043792724609375,0.00457763671875,0.0047454833984375,0.0063629150390625,0.00823974609375,0.0128631591796875,0.01763916015625,0.0157623291015625,0.008941650390625,0.00787353515625,0.0052642822265625,0.005462646484375,0.0052642822265625,0.0063629150390625,0.0064239501953125,0.0112457275390625,0.0265350341796875,0.0424652099609375,0.2325897216796875,0.4007720947265625
Bengal_101.jpg,cat,0,Bengal,0.0695648193359375,0.041015625,0.0201873779296875,0.01239013671875,0.008148193359375,0.00616455078125,0.0056915283203125,0.0056304931640625,0.005706787109375,0.0078277587890625,0.0109405517578125,0.0164337158203125,0.02203369140625,0.0218353271484375,0.0110931396484375,0.0098419189453125,0.00677490234375,0.0066070556640625,0.006072998046875,0.007293701171875,0.0090179443359375,0.012420654296875,0.0215911865234375,0.040008544921875,0.0671234130859375,0.548583984375,0.052490234375,0.0260162353515625,0.021484375,0.0142822265625,0.0096435546875,0.0088043212890625,0.0076751708984375,0.0069732666015625,0.0071563720703125,0.008880615234375,0.01300048828125,0.0229949951171875,0.0292816162109375,0.026031494140625,0.014251708984375,0.0110015869140625,0.0084381103515625,0.0075836181640625,0.00750732421875,0.0092315673828125,0.0112457275390625,0.0150299072265625,0.01983642578125,0.0244598388671875,0.21795654296875,0.39874267578125,0.0690765380859375,0.0409088134765625,0.02020263671875,0.012359619140625,0.008148193359375,0.0061492919921875,0.0056915283203125,0.005645751953125,0.005767822265625,0.007843017578125,0.010955810546875,0.016387939453125,0.022003173828125,0.021636962890625,0.0110931396484375,0.0098114013671875,0.0068206787109375,0.006591796875,0.00616455078125,0.007354736328125,0.00897216796875,0.0123443603515625,0.02142333984375,0.039764404296875,0.07073974609375,0.546142578125,0.05242919921875,0.02606201171875,0.0215606689453125,0.01434326171875,0.00958251953125,0.0088043212890625,0.00762939453125,0.006988525390625,0.0072021484375,0.00885009765625,0.0129241943359375,0.0230712890625,0.0291900634765625,0.02606201171875,0.0142059326171875,0.010986328125,0.0084381103515625,0.0075531005859375,0.0074462890625,0.0093994140625,0.011260986328125,0.01495361328125,0.019805908203125,0.02459716796875,0.217926025390625,0.3987274169921875
Bengal_102.jpg,cat,0,Bengal,0.0413360595703125,0.02496337890625,0.01629638671875,0.012939453125,0.011077880859375,0.0116119384765625,0.0111541748046875,0.0135650634765625,0.01666259765625,0.0208282470703125,0.027740478515625,0.0377960205078125,0.0565185546875,0.041595458984375,0.02545166015625,0.0177764892578125,0.0130462646484375,0.0112152099609375,0.0093841552734375,0.00982666015625,0.0098876953125,0.01190185546875,0.0175323486328125,0.0247344970703125,0.0404205322265625,0.4647369384765625,0.0289459228515625,0.0142669677734375,0.01385498046875,0.0128173828125,0.0130615234375,0.0123291015625,0.012725830078125,0.015106201171875,0.0181427001953125,0.02435302734375,0.0330047607421875,0.0463714599609375,0.0618896484375,0.049102783203125,0.0290069580078125,0.0206298828125,0.0143280029296875,0.0115509033203125,0.0096588134765625,0.009796142578125,0.0109100341796875,0.0115203857421875,0.013580322265625,0.0147247314453125,0.19818115234375,0.300140380859375,0.0412445068359375,0.024932861328125,0.01629638671875,0.0129547119140625,0.0110626220703125,0.0116729736328125,0.01104736328125,0.0135650634765625,0.0164947509765625,0.0206756591796875,0.0274200439453125,0.0374908447265625,0.05615234375,0.0411834716796875,0.0254058837890625,0.0175628662109375,0.0130767822265625,0.0111846923828125,0.009368896484375,0.009765625,0.009857177734375,0.011871337890625,0.0174713134765625,0.024688720703125,0.0442962646484375,0.4632568359375,0.02899169921875,0.014404296875,0.013824462890625,0.012939453125,0.013153076171875,0.012176513671875,0.0127105712890625,0.015106201171875,0.0180511474609375,0.0242462158203125,0.0328521728515625,0.0461883544921875,0.0615386962890625,0.0489501953125,0.028900146484375,0.020660400390625,0.014190673828125,0.011566162109375,0.0095672607421875,0.009796142578125,0.011016845703125,0.01153564453125,0.013641357421875,0.014801025390625,0.1983642578125,0.3008270263671875
Bengal_103.jpg,cat,0,Bengal,0.0272674560546875,0.0171661376953125,0.0135498046875,0.011932373046875,0.01141357421875,0.0095367431640625,0.009490966796875,0.0106964111328125,0.0121002197265625,0.014129638671875,0.0219268798828125,0.0384368896484375,0.0553436279296875,0.04107666015625,0.023223876953125,0.018890380859375,0.0115509033203125,0.0128326416015625,0.0092926025390625,0.009918212890625,0.011016845703125,0.0129547119140625,0.0150604248046875,0.0260009765625,0.092864990234375,0.4623260498046875,0.02301025390625,0.012725830078125,0.0117950439453125,0.0118560791015625,0.011199951171875,0.010284423828125,0.009735107421875,0.011077880859375,0.012542724609375,0.01568603515625,0.0233154296875,0.0432281494140625,0.05279541015625,0.041839599609375,0.0236358642578125,0.0185699462890625,0.0124969482421875,0.01092529296875,0.00872802734375,0.010650634765625,0.0106048583984375,0.0128326416015625,0.0126800537109375,0.01824951171875,0.2376251220703125,0.3319091796875,0.027374267578125,0.01727294921875,0.013519287109375,0.0118560791015625,0.011474609375,0.0096588134765625,0.0094757080078125,0.010528564453125,0.0119476318359375,0.014190673828125,0.021759033203125,0.0384521484375,0.0554046630859375,0.041229248046875,0.023468017578125,0.01934814453125,0.011749267578125,0.0124969482421875,0.0091552734375,0.009185791015625,0.0106201171875,0.0125274658203125,0.0148773193359375,0.0245208740234375,0.09588623046875,0.4620208740234375,0.0231781005859375,0.0133514404296875,0.01214599609375,0.0118255615234375,0.011138916015625,0.010223388671875,0.00970458984375,0.01104736328125,0.01263427734375,0.0158538818359375,0.0234375,0.0431365966796875,0.0529327392578125,0.0420074462890625,0.0235443115234375,0.0186004638671875,0.012481689453125,0.0107879638671875,0.0087890625,0.0106048583984375,0.0106353759765625,0.0128326416015625,0.012603759765625,0.0181121826171875,0.2371826171875,0.331207275390625
Bengal_104.jpg,cat,0,Bengal,0.0521392822265625,0.0302734375,0.0233306884765625,0.0180511474609375,0.0139007568359375,0.0127716064453125,0.012115478515625,0.013275146484375,0.0135650634765625,0.0152740478515625,0.02117919921875,0.03057861328125,0.0472869873046875,0.030609130859375,0.020782470703125,0.015350341796875,0.012115478515625,0.011688232421875,0.0105438232421875,0.0118255615234375,0.013214111328125,0.016815185546875,0.0205841064453125,0.02947998046875,0.0491180419921875,0.454132080078125,0.039703369140625,0.019256591796875,0.0202789306640625,0.01776123046875,0.0157928466796875,0.0134429931640625,0.0142059326171875,0.015106201171875,0.015228271484375,0.0172119140625,0.0233612060546875,0.035186767578125,0.0519866943359375,0.0351104736328125,0.0226593017578125,0.01605224609375,0.0131988525390625,0.0112762451171875,0.0111846923828125,0.0129241943359375,0.0144805908203125,0.0166168212890625,0.0193634033203125,0.0189056396484375,0.2061004638671875,0.3036041259765625,0.0519866943359375,0.030181884765625,0.0229949951171875,0.0181121826171875,0.0141143798828125,0.0128326416015625,0.0120391845703125,0.0131683349609375,0.0135345458984375,0.0152130126953125,0.021026611328125,0.030426025390625,0.0469970703125,0.030487060546875,0.0206146240234375,0.0153350830078125,0.0120849609375,0.0116424560546875,0.01055908203125,0.0118255615234375,0.0131988525390625,0.0167999267578125,0.0205230712890625,0.0294189453125,0.0528411865234375,0.4520416259765625,0.0398406982421875,0.0194091796875,0.0203094482421875,0.0177154541015625,0.0158843994140625,0.0133819580078125,0.0141448974609375,0.01513671875,0.01531982421875,0.017333984375,0.023223876953125,0.0351104736328125,0.05194091796875,0.034942626953125,0.02264404296875,0.015960693359375,0.0131072998046875,0.0112457275390625,0.011199951171875,0.01287841796875,0.0144500732421875,0.016571044921875,0.0193939208984375,0.0190277099609375,0.206207275390625,0.303619384765625
Bengal_105.jpg,cat,0,Bengal,0.064422607421875,0.03985595703125,0.018890380859375,0.0123443603515625,0.009368896484375,0.0081787109375,0.00811767578125,0.007598876953125,0.007354736328125,0.0074462890625,0.009429931640625,0.012786865234375,0.017425537109375,0.0144500732421875,0.00836181640625,0.0076751708984375,0.0056915283203125,0.0056915283203125,0.0052947998046875,0.0055999755859375,0.0069427490234375,0.009368896484375,0.0192718505859375,0.0413818359375,0.0636749267578125,0.5833740234375,0.050140380859375,0.0254974365234375,0.018402099609375,0.01300048828125,0.01092529296875,0.0099334716796875,0.0096282958984375,0.009613037109375,0.009246826171875,0.010345458984375,0.01177978515625,0.017578125,0.0234527587890625,0.0204010009765625,0.01141357421875,0.0089569091796875,0.0084381103515625,0.007110595703125,0.0068817138671875,0.00738525390625,0.0086517333984375,0.01080322265625,0.0183258056640625,0.0262451171875,0.2160186767578125,0.4298248291015625,0.0642547607421875,0.039825439453125,0.018798828125,0.012176513671875,0.009033203125,0.0079803466796875,0.008026123046875,0.0075531005859375,0.00726318359375,0.0073394775390625,0.0092620849609375,0.0127410888671875,0.017425537109375,0.014495849609375,0.0082244873046875,0.0075531005859375,0.0057373046875,0.0057373046875,0.0052490234375,0.0055694580078125,0.0068817138671875,0.00933837890625,0.0192108154296875,0.041229248046875,0.0673980712890625,0.581695556640625,0.050262451171875,0.025299072265625,0.0184326171875,0.013031005859375,0.01104736328125,0.0098419189453125,0.0097198486328125,0.0096588134765625,0.0091400146484375,0.010223388671875,0.0116424560546875,0.0176239013671875,0.02349853515625,0.0204620361328125,0.0113677978515625,0.0089874267578125,0.008331298828125,0.007171630859375,0.006927490234375,0.0074615478515625,0.0085906982421875,0.0108795166015625,0.0182952880859375,0.02618408203125,0.2160491943359375,0.42987060546875
Bengal_106.jpg,cat,0,Bengal,0.049468994140625,0.0269622802734375,0.020660400390625,0.017120361328125,0.01458740234375,0.0129241943359375,0.013397216796875,0.0138702392578125,0.01422119140625,0.01739501953125,0.0243988037109375,0.04144287109375,0.0561370849609375,0.0394744873046875,0.020294189453125,0.0145111083984375,0.0099029541015625,0.0094146728515625,0.00885009765625,0.009246826171875,0.0110931396484375,0.0129852294921875,0.0183868408203125,0.0291748046875,0.0528564453125,0.44122314453125,0.0395355224609375,0.016998291015625,0.01806640625,0.0167999267578125,0.01458740234375,0.0139007568359375,0.0140838623046875,0.01483154296875,0.0153961181640625,0.01763916015625,0.0234832763671875,0.04180908203125,0.0577239990234375,0.0403594970703125,0.01800537109375,0.014862060546875,0.011016845703125,0.0095977783203125,0.0101470947265625,0.0106964111328125,0.011474609375,0.0139007568359375,0.01708984375,0.0181427001953125,0.21051025390625,0.3093414306640625,0.04913330078125,0.026885986328125,0.020538330078125,0.017181396484375,0.0144805908203125,0.012908935546875,0.0134735107421875,0.0137481689453125,0.0142059326171875,0.0172271728515625,0.02435302734375,0.041259765625,0.0560760498046875,0.0391998291015625,0.0202484130859375,0.0143280029296875,0.009796142578125,0.0094757080078125,0.0088653564453125,0.0092010498046875,0.0110321044921875,0.012969970703125,0.018310546875,0.029083251953125,0.0565032958984375,0.43951416015625,0.03961181640625,0.01715087890625,0.018096923828125,0.0167999267578125,0.01470947265625,0.0137786865234375,0.0142059326171875,0.0147705078125,0.0152587890625,0.017669677734375,0.023345947265625,0.04150390625,0.0572662353515625,0.04010009765625,0.0180206298828125,0.0148468017578125,0.0110321044921875,0.0095062255859375,0.010101318359375,0.010772705078125,0.011566162109375,0.013916015625,0.01715087890625,0.0182037353515625,0.210693359375,0.3099212646484375
Bengal_107.jpg,cat,0,Bengal,0.05078125,0.02838134765625,0.0204925537109375,0.0155181884765625,0.0131988525390625,0.0117034912109375,0.010650634765625,0.0109100341796875,0.011871337890625,0.01580810546875,0.019989013671875,0.0401611328125,0.0621795654296875,0.0387420654296875,0.017547607421875,0.01495361328125,0.0111541748046875,0.010894775390625,0.0086822509765625,0.009857177734375,0.0109710693359375,0.0147857666015625,0.0204925537109375,0.0288543701171875,0.050048828125,0.4513702392578125,0.0374298095703125,0.0184173583984375,0.017913818359375,0.0170440673828125,0.0148162841796875,0.012847900390625,0.0114593505859375,0.0113677978515625,0.0128936767578125,0.01617431640625,0.0229949951171875,0.0424346923828125,0.0687408447265625,0.0395660400390625,0.019378662109375,0.0148773193359375,0.0110626220703125,0.0100555419921875,0.009735107421875,0.0110321044921875,0.0116729736328125,0.01556396484375,0.0181884765625,0.01806640625,0.20660400390625,0.309661865234375,0.0506439208984375,0.027984619140625,0.0205230712890625,0.01544189453125,0.0131072998046875,0.011566162109375,0.010498046875,0.0109710693359375,0.01190185546875,0.0157470703125,0.0200042724609375,0.040130615234375,0.0621185302734375,0.038604736328125,0.017486572265625,0.015045166015625,0.01104736328125,0.0108642578125,0.0086517333984375,0.0098114013671875,0.0109405517578125,0.0147552490234375,0.0204620361328125,0.0286865234375,0.0536956787109375,0.449310302734375,0.037353515625,0.0184173583984375,0.0179901123046875,0.01690673828125,0.0148162841796875,0.012786865234375,0.01141357421875,0.0113372802734375,0.0129547119140625,0.0160980224609375,0.0232086181640625,0.042572021484375,0.06890869140625,0.039642333984375,0.0193634033203125,0.0148773193359375,0.0111083984375,0.01007080078125,0.009765625,0.0110321044921875,0.0117034912109375,0.01556396484375,0.018218994140625,0.01806640625,0.206573486328125,0.3092498779296875
