filename,animal,label,race,lbp_r3_bin1,lbp_r3_bin2,lbp_r3_bin3,lbp_r3_bin4,lbp_r3_bin5,lbp_r3_bin6,lbp_r3_bin7,lbp_r3_bin8,lbp_r3_bin9,lbp_r3_bin10,lbp_r3_bin11,lbp_r3_bin12,lbp_r3_bin13,lbp_r3_bin14,lbp_r3_bin15,lbp_r3_bin16,lbp_r3_bin17,lbp_r3_bin18,lbp_r3_bin19,lbp_r3_bin20,lbp_r3_bin21,lbp_r3_bin22,lbp_r3_bin23,lbp_r3_bin24,lbp_r3_bin25,lbp_r3_bin26
Bengal_1.jpg,cat,0,Bengal,0.0480499267578125,0.0263214111328125,0.0208892822265625,0.0164794921875,0.0129852294921875,0.0111236572265625,0.011474609375,0.0120849609375,0.012725830078125,0.0168914794921875,0.0245208740234375,0.04400634765625,0.0598907470703125,0.0444793701171875,0.0241546630859375,0.0174407958984375,0.0132904052734375,0.0118560791015625,0.010284423828125,0.009246826171875,0.011077880859375,0.01446533203125,0.019287109375,0.0255889892578125,0.046173095703125,0.435211181640625
Bengal_10.jpg,cat,0,Bengal,0.062957763671875,0.036224365234375,0.025787353515625,0.0171661376953125,0.01446533203125,0.0115509033203125,0.0092926025390625,0.0088653564453125,0.010162353515625,0.010101318359375,0.01177978515625,0.0161895751953125,0.0217742919921875,0.0181121826171875,0.012115478515625,0.010650634765625,0.00787353515625,0.00830078125,0.007537841796875,0.0092315673828125,0.0110626220703125,0.015899658203125,0.023223876953125,0.035308837890625,0.060455322265625,0.5239105224609375
Bengal_100.jpg,cat,0,Bengal,0.0540924072265625,0.0655364990234375,0.0426483154296875,0.0131988525390625,0.0056610107421875,0.004425048828125,0.0042724609375,0.0034637451171875,0.0039520263671875,0.0056915283203125,0.007293701171875,0.0107879638671875,0.015625,0.0128631591796875,0.00732421875,0.006866455078125,0.0038909912109375,0.0037994384765625,0.004241943359375,0.005035400390625,0.0050048828125,0.009002685546875,0.0209808349609375,0.0665130615234375,0.0619354248046875,0.5558929443359375
Bengal_101.jpg,cat,0,Bengal,0.0695648193359375,0.041015625,0.0201873779296875,0.01239013671875,0.008148193359375,0.00616455078125,0.0056915283203125,0.0056304931640625,0.005706787109375,0.0078277587890625,0.0109405517578125,0.0164337158203125,0.02203369140625,0.0218353271484375,0.0110931396484375,0.0098419189453125,0.00677490234375,0.0066070556640625,0.006072998046875,0.007293701171875,0.0090179443359375,0.012420654296875,0.0215911865234375,0.040008544921875,0.0671234130859375,0.548583984375
Bengal_102.jpg,cat,0,Bengal,0.0413360595703125,0.02496337890625,0.01629638671875,0.012939453125,0.011077880859375,0.0116119384765625,0.0111541748046875,0.0135650634765625,0.01666259765625,0.0208282470703125,0.027740478515625,0.0377960205078125,0.0565185546875,0.041595458984375,0.02545166015625,0.0177764892578125,0.0130462646484375,0.0112152099609375,0.0093841552734375,0.00982666015625,0.0098876953125,0.01190185546875,0.0175323486328125,0.0247344970703125,0.0404205322265625,0.4647369384765625
Bengal_103.jpg,cat,0,Bengal,0.0272674560546875,0.0171661376953125,0.0135498046875,0.011932373046875,0.01141357421875,0.0095367431640625,0.009490966796875,0.0106964111328125,0.0121002197265625,0.014129638671875,0.0219268798828125,0.0384368896484375,0.0553436279296875,0.04107666015625,0.023223876953125,0.018890380859375,0.0115509033203125,0.0128326416015625,0.0092926025390625,0.009918212890625,0.011016845703125,0.0129547119140625,0.0150604248046875,0.0260009765625,0.092864990234375,0.4623260498046875
Bengal_104.jpg,cat,0,Bengal,0.0521392822265625,0.0302734375,0.0233306884765625,0.0180511474609375,0.0139007568359375,0.0127716064453125,0.012115478515625,0.013275146484375,0.0135650634765625,0.0152740478515625,0.02117919921875,0.03057861328125,0.0472869873046875,0.030609130859375,0.020782470703125,0.015350341796875,0.012115478515625,0.011688232421875,0.0105438232421875,0.0118255615234375,0.013214111328125,0.016815185546875,0.0205841064453125,0.02947998046875,0.0491180419921875,0.454132080078125
Bengal_105.jpg,cat,0,Bengal,0.064422607421875,0.03985595703125,0.018890380859375,0.0123443603515625,0.009368896484375,0.0081787109375,0.00811767578125,0.007598876953125,0.007354736328125,0.0074462890625,0.009429931640625,0.012786865234375,0.017425537109375,0.0144500732421875,0.00836181640625,0.0076751708984375,0.0056915283203125,0.0056915283203125,0.0052947998046875,0.0055999755859375,0.0069427490234375,0.009368896484375,0.0192718505859375,0.0413818359375,0.0636749267578125,0.5833740234375
Bengal_106.jpg,cat,0,Bengal,0.049468994140625,0.0269622802734375,0.020660400390625,0.017120361328125,0.01458740234375,0.0129241943359375,0.013397216796875,0.0138702392578125,0.01422119140625,0.01739501953125,0.0243988037109375,0.04144287109375,0.0561370849609375,0.0394744873046875,0.020294189453125,0.0145111083984375,0.0099029541015625,0.0094146728515625,0.00885009765625,0.009246826171875,0.0110931396484375,0.0129852294921875,0.0183868408203125,0.0291748046875,0.0528564453125,0.44122314453125
Bengal_107.jpg,cat,0,Bengal,0.05078125,0.02838134765625,0.0204925537109375,0.0155181884765625,0.0131988525390625,0.0117034912109375,0.010650634765625,0.0109100341796875,0.011871337890625,0.01580810546875,0.019989013671875,0.0401611328125,0.0621795654296875,0.0387420654296875,0.017547607421875,0.01495361328125,0.0111541748046875,0.010894775390625,0.0086822509765625,0.009857177734375,0.0109710693359375,0.0147857666015625,0.0204925537109375,0.0288543701171875,0.050048828125,0.4513702392578125
